955,0.001,45,5.875992626797796E-4
955,1.0E-5,68,4.678843021493358E-6
955,1.0000000000000001E-7,90,4.080748034090036E-8
955,1.0E-9,119,3.848084420092432E-10
965,0.001,45,5.912115231225343E-4
965,1.0E-5,67,4.29825272438642E-6
965,1.0000000000000001E-7,87,4.673606902974942E-8
965,1.0E-9,104,5.200425430392846E-10
975,0.001,46,5.207815717697647E-4
975,1.0E-5,70,4.204084718100252E-6
975,1.0000000000000001E-7,88,4.084892905142421E-8
975,1.0E-9,113,4.0853934469745915E-10
985,0.001,48,4.906042690938967E-4
985,1.0E-5,65,5.336429311905846E-6
985,1.0000000000000001E-7,97,3.891838581849999E-8
985,1.0E-9,123,3.9414469240491493E-10
995,0.001,47,4.6659078862937243E-4
995,1.0E-5,64,6.086828676538558E-6
995,1.0000000000000001E-7,89,3.9326200197090526E-8
995,1.0E-9,116,4.0570303878638884E-10
