5,1.0000000000000001E-7,91,6.808563356496883E-9
15,1.0000000000000001E-7,95,6.30603596620769E-9
25,1.0000000000000001E-7,107,5.897540027609618E-9
35,1.0000000000000001E-7,101,6.271621133471863E-9
45,1.0000000000000001E-7,94,5.76730803835871E-9
55,1.0000000000000001E-7,102,6.819978451977652E-9
65,1.0000000000000001E-7,94,6.110249426138172E-9
75,1.0000000000000001E-7,97,6.580380558172306E-9
85,1.0000000000000001E-7,108,6.181161311611873E-9
95,1.0000000000000001E-7,87,8.220739132846638E-9
105,1.0000000000000001E-7,103,6.747294522566591E-9
115,1.0000000000000001E-7,105,5.894964015065113E-9
125,1.0000000000000001E-7,102,6.009927350693967E-9
135,1.0000000000000001E-7,107,5.840082570130443E-9
145,1.0000000000000001E-7,99,6.495600218967804E-9
155,1.0000000000000001E-7,101,6.158996011223227E-9
165,1.0000000000000001E-7,107,5.712478736442079E-9
175,1.0000000000000001E-7,88,8.247735541823055E-9
185,1.0000000000000001E-7,105,5.816453973422651E-9
195,1.0000000000000001E-7,105,6.650848013671781E-9
205,1.0000000000000001E-7,99,6.1255537008357086E-9
215,1.0000000000000001E-7,97,5.867128712389633E-9
225,1.0000000000000001E-7,103,6.252606302699422E-9
235,1.0000000000000001E-7,105,6.030790389585319E-9
245,1.0000000000000001E-7,108,5.97393055379804E-9
255,1.0000000000000001E-7,102,6.068639808808717E-9
265,1.0000000000000001E-7,105,5.747888076600994E-9
275,1.0000000000000001E-7,99,6.368500793812602E-9
285,1.0000000000000001E-7,99,6.767196756993291E-9
295,1.0000000000000001E-7,102,6.6969191581810845E-9
305,1.0000000000000001E-7,102,6.749055644184926E-9
315,1.0000000000000001E-7,103,6.283568753951352E-9
325,1.0000000000000001E-7,107,6.535204162991824E-9
335,1.0000000000000001E-7,107,6.332512324693047E-9
345,1.0000000000000001E-7,102,6.043514234642088E-9
355,1.0000000000000001E-7,94,6.296067191149231E-9
365,1.0000000000000001E-7,106,6.7605264829344175E-9
375,1.0000000000000001E-7,101,6.146479619497101E-9
385,1.0000000000000001E-7,108,5.744176535476976E-9
395,1.0000000000000001E-7,106,6.312909531032636E-9
405,1.0000000000000001E-7,107,6.396339735655113E-9
415,1.0000000000000001E-7,108,6.143526479772067E-9
425,1.0000000000000001E-7,97,6.219814659069933E-9
435,1.0000000000000001E-7,92,7.043809461328845E-9
445,1.0000000000000001E-7,106,5.731561704187383E-9
455,1.0000000000000001E-7,100,6.481480780541286E-9
465,1.0000000000000001E-7,102,5.730755396333021E-9
475,1.0000000000000001E-7,93,6.979762471524631E-9
485,1.0000000000000001E-7,99,6.69340822832633E-9
495,1.0000000000000001E-7,98,6.467413724653571E-9
505,1.0000000000000001E-7,103,6.638228391506109E-9
515,1.0000000000000001E-7,94,6.739146566235834E-9
525,1.0000000000000001E-7,101,6.802323427344133E-9
535,1.0000000000000001E-7,93,6.840595350632761E-9
545,1.0000000000000001E-7,107,6.069701753383644E-9
555,1.0000000000000001E-7,101,6.793960289670364E-9
565,1.0000000000000001E-7,105,6.336328166946404E-9
575,1.0000000000000001E-7,105,6.522440147096343E-9
585,1.0000000000000001E-7,105,6.085942893505603E-9
595,1.0000000000000001E-7,99,5.995565341357122E-9
605,1.0000000000000001E-7,103,6.414353304494E-9
615,1.0000000000000001E-7,107,6.398247284291091E-9
625,1.0000000000000001E-7,90,9.102314996045232E-9
635,1.0000000000000001E-7,92,7.533126226410415E-9
645,1.0000000000000001E-7,95,7.065504895594612E-9
655,1.0000000000000001E-7,101,5.9012236783246316E-9
665,1.0000000000000001E-7,93,6.679444137594865E-9
675,1.0000000000000001E-7,107,5.7469099101865675E-9
685,1.0000000000000001E-7,107,6.021464073540258E-9
695,1.0000000000000001E-7,90,9.543337757966524E-9
705,1.0000000000000001E-7,105,5.695418243422376E-9
715,1.0000000000000001E-7,105,5.912851940231584E-9
725,1.0000000000000001E-7,100,6.16187626745867E-9
735,1.0000000000000001E-7,105,5.907726458350772E-9
745,1.0000000000000001E-7,103,6.76845989568663E-9
755,1.0000000000000001E-7,100,6.084837574849648E-9
765,1.0000000000000001E-7,107,6.531815125892658E-9
775,1.0000000000000001E-7,101,6.415168922138951E-9
785,1.0000000000000001E-7,103,6.763510058950869E-9
795,1.0000000000000001E-7,108,6.238477311429692E-9
805,1.0000000000000001E-7,97,6.49407398657303E-9
815,1.0000000000000001E-7,96,6.499524065558663E-9
825,1.0000000000000001E-7,105,6.7331093192315E-9
835,1.0000000000000001E-7,106,6.28225952195841E-9
845,1.0000000000000001E-7,99,6.7459409467367955E-9
855,1.0000000000000001E-7,100,6.090339301380998E-9
865,1.0000000000000001E-7,102,6.120691384322799E-9
875,1.0000000000000001E-7,105,6.078502742380909E-9
885,1.0000000000000001E-7,93,7.043210280113547E-9
895,1.0000000000000001E-7,91,8.513755170804363E-9
905,1.0000000000000001E-7,108,5.698046565393891E-9
915,1.0000000000000001E-7,106,6.073789731419341E-9
925,1.0000000000000001E-7,106,6.043218433033057E-9
935,1.0000000000000001E-7,100,5.773650261982668E-9
945,1.0000000000000001E-7,96,6.868726830128456E-9
955,1.0000000000000001E-7,101,6.200168500895497E-9
965,1.0000000000000001E-7,104,6.425236215918225E-9
975,1.0000000000000001E-7,104,6.2566368599617645E-9
985,1.0000000000000001E-7,106,6.200324079415688E-9
995,1.0000000000000001E-7,105,6.1003607754474845E-9
