#N,type,distance
2,DOUBLE,0.0
3,DOUBLE,0.0
4,DOUBLE,6.280369727251149E-16
1,DOUBLE,0.0
5,DOUBLE,8.381999818012141E-16
6,DOUBLE,2.7555010919213304E-15
7,DOUBLE,1.8971498786675813E-15
8,DOUBLE,4.1436758606056175E-15
9,DOUBLE,5.1118506129432806E-15
10,DOUBLE,7.554413264919142E-15
11,DOUBLE,4.240703061197124E-15
12,DOUBLE,1.380878257470049E-14
13,DOUBLE,1.2133980750511295E-14
14,DOUBLE,1.509045946741002E-14
15,DOUBLE,1.5993377954458265E-14
16,DOUBLE,1.6255197532520464E-14
17,DOUBLE,9.574990031803541E-15
19,DOUBLE,3.189568631455954E-14
18,DOUBLE,3.1161291808631114E-14
20,DOUBLE,1.9314370523944302E-14
21,DOUBLE,1.596985415544712E-14
22,DOUBLE,3.195938658032485E-14
23,DOUBLE,5.383654337761355E-14
24,DOUBLE,6.049574361420562E-14
25,DOUBLE,6.448762015923495E-14
27,DOUBLE,5.0026850067011464E-14
28,DOUBLE,1.0273588755974408E-13
31,DOUBLE,1.0460810819998279E-13
33,DOUBLE,1.6856615658433077E-13
34,DOUBLE,1.2375685328955277E-13
35,DOUBLE,1.251088805036965E-13
36,DOUBLE,2.014253970865007E-13
32,DOUBLE,1.1596485490622532E-13
38,DOUBLE,1.5653979306383403E-13
39,DOUBLE,1.6386940632565072E-13
40,DOUBLE,1.9213794509413684E-13
26,DOUBLE,6.316193228161904E-14
30,DOUBLE,8.224414801537988E-14
42,DOUBLE,2.0559265010919314E-13
43,DOUBLE,1.166043986627202E-13
29,DOUBLE,6.747708403316566E-14
45,DOUBLE,2.0396062768400502E-13
46,DOUBLE,3.047578736679185E-13
37,DOUBLE,1.261361349570722E-13
48,DOUBLE,3.048862432051408E-13
41,DOUBLE,5.722179457698373E-13
44,DOUBLE,2.0642446356845118E-13
51,DOUBLE,5.078029468273682E-13
49,DOUBLE,3.3124081277348394E-13
47,DOUBLE,2.3103643564253984E-13
50,DOUBLE,6.039042421517038E-13
52,DOUBLE,3.125352082168631E-13
54,DOUBLE,2.8446515976110476E-13
57,DOUBLE,4.607960063865435E-13
55,DOUBLE,3.083990311389395E-13
53,DOUBLE,2.816153343507266E-13
60,DOUBLE,3.908014049088665E-13
56,DOUBLE,2.9581773228898323E-13
61,DOUBLE,1.1756240512333926E-12
62,DOUBLE,3.365030964378596E-13
59,DOUBLE,7.555289401918464E-13
64,DOUBLE,4.4560451791138267E-13
65,DOUBLE,5.123056384497005E-13
66,DOUBLE,5.490285960238483E-13
67,DOUBLE,7.967545893883266E-13
63,DOUBLE,8.819440945780077E-13
58,DOUBLE,4.893781235283667E-13
69,DOUBLE,7.408609316306158E-13
72,DOUBLE,7.433052112183758E-13
71,DOUBLE,1.2122923108079386E-12
74,DOUBLE,8.712568969233836E-13
73,DOUBLE,7.412224588450311E-13
77,DOUBLE,9.52649309264586E-13
76,DOUBLE,1.0826057932067368E-12
78,DOUBLE,5.897986634674501E-13
79,DOUBLE,6.15445140596943E-13
75,DOUBLE,6.568959243745398E-13
70,DOUBLE,1.0911771703217554E-12
82,DOUBLE,1.5537083338651447E-12
81,DOUBLE,9.138934184069192E-13
84,DOUBLE,1.2875691181649107E-12
85,DOUBLE,1.2284052898145492E-12
80,DOUBLE,1.278931387876936E-12
87,DOUBLE,2.4299906704883245E-12
88,DOUBLE,1.429269896879859E-12
68,DOUBLE,5.860503055066246E-13
89,DOUBLE,1.2497865155974841E-12
90,DOUBLE,1.3886929800532855E-12
91,DOUBLE,7.591535364746826E-13
83,DOUBLE,1.217574110111419E-12
94,DOUBLE,1.3070012737023684E-12
92,DOUBLE,9.449643758457915E-13
95,DOUBLE,1.0224536061559375E-12
86,DOUBLE,1.0423429697495323E-12
98,DOUBLE,7.670349273271315E-13
96,DOUBLE,1.2095780106691212E-12
99,DOUBLE,1.517691896636697E-12
100,DOUBLE,2.454970471701956E-12
93,DOUBLE,8.801547815226463E-13
102,DOUBLE,3.686144705444816E-12
103,DOUBLE,1.7783015728370377E-12
97,DOUBLE,2.4013998255190128E-12
101,DOUBLE,1.481816188850238E-12
106,DOUBLE,1.833811965126775E-12
107,DOUBLE,2.0850667113020416E-12
105,DOUBLE,1.4073300901376595E-12
110,DOUBLE,2.3491874678177593E-12
111,DOUBLE,1.4811864842284583E-12
108,DOUBLE,2.050319332716488E-12
114,DOUBLE,2.996431444982073E-12
109,DOUBLE,1.5649002276310608E-12
113,DOUBLE,2.5861957974465666E-12
116,DOUBLE,1.8734540828402313E-12
104,DOUBLE,3.3016833624749387E-12
117,DOUBLE,1.721453925587757E-12
112,DOUBLE,2.018553076424401E-12
120,DOUBLE,4.191003013381822E-12
118,DOUBLE,3.2113621657725577E-12
122,DOUBLE,2.520369763586716E-12
123,DOUBLE,2.9548442685711773E-12
124,DOUBLE,3.0835572810417045E-12
126,DOUBLE,2.899972796621686E-12
121,DOUBLE,4.744698123976265E-12
119,DOUBLE,2.834552688055214E-12
127,DOUBLE,4.115114932840003E-12
115,DOUBLE,3.53123693480617E-12
131,DOUBLE,4.379429544704161E-12
128,DOUBLE,4.839659055455581E-12
132,DOUBLE,3.2942119084639065E-12
130,DOUBLE,3.846118302314183E-12
125,DOUBLE,2.541464868416332E-12
133,DOUBLE,2.845485349081689E-12
129,DOUBLE,2.5113565740864097E-12
137,DOUBLE,5.551854115326549E-12
138,DOUBLE,4.845274789028187E-12
139,DOUBLE,4.736167621283149E-12
136,DOUBLE,4.248705120363239E-12
141,DOUBLE,3.1376752324813184E-12
142,DOUBLE,2.8338293083657318E-12
143,DOUBLE,2.874901705585131E-12
134,DOUBLE,6.069376771999924E-12
135,DOUBLE,7.713679521514916E-12
140,DOUBLE,4.878548086340029E-12
146,DOUBLE,3.5442829227072536E-12
144,DOUBLE,3.640766941398477E-12
145,DOUBLE,3.50460719472645E-12
149,DOUBLE,5.190349018635576E-12
147,DOUBLE,5.356565885294984E-12
150,DOUBLE,4.842380836589388E-12
148,DOUBLE,6.058485310656003E-12
151,DOUBLE,3.945016188722228E-12
155,DOUBLE,8.276839283394288E-12
153,DOUBLE,3.3447402833508555E-12
156,DOUBLE,3.365977852345936E-12
154,DOUBLE,6.0286229133788005E-12
159,DOUBLE,5.439783606203674E-12
158,DOUBLE,8.688653095612064E-12
152,DOUBLE,7.251492375320856E-12
160,DOUBLE,8.126985195922032E-12
157,DOUBLE,8.845998586415327E-12
161,DOUBLE,4.7185888009393384E-12
162,DOUBLE,5.723400486185026E-12
164,DOUBLE,4.94007699330945E-12
165,DOUBLE,3.7546936046406465E-12
167,DOUBLE,4.809076314254979E-12
168,DOUBLE,7.250741240055758E-12
166,DOUBLE,6.370578110176384E-12
169,DOUBLE,6.424502856788861E-12
171,DOUBLE,3.8466239742074304E-12
172,DOUBLE,9.762495499499035E-12
170,DOUBLE,6.754544840115173E-12
173,DOUBLE,4.469277378738035E-12
174,DOUBLE,7.926050440976162E-12
175,DOUBLE,7.810884751491276E-12
176,DOUBLE,5.831130283490138E-12
178,DOUBLE,5.475799067650167E-12
177,DOUBLE,6.9852838791018E-12
179,DOUBLE,5.853031167374345E-12
180,DOUBLE,6.2247420759553584E-12
163,DOUBLE,8.721497482544471E-12
183,DOUBLE,1.0856595136776725E-11
181,DOUBLE,6.695012166185732E-12
182,DOUBLE,8.230852631407881E-12
184,DOUBLE,1.0281144859070057E-11
187,DOUBLE,7.259224905215023E-12
186,DOUBLE,1.158716438770524E-11
185,DOUBLE,1.1338026004170665E-11
188,DOUBLE,9.738060184616426E-12
192,DOUBLE,8.80445282652742E-12
194,DOUBLE,7.809166507888321E-12
