#N,type,distance,time
965,FLOAT,0.0,14970
966,FLOAT,0.0,15605
962,FLOAT,0.0,5280
964,FLOAT,0.0,5082
967,FLOAT,0.0,8096
969,FLOAT,0.0,8164
968,FLOAT,0.0,10241
973,FLOAT,0.0,7065
970,FLOAT,0.0,7636
974,FLOAT,0.0,5410
972,FLOAT,0.0,9924
975,FLOAT,0.0,5255
971,FLOAT,0.0,2380
976,FLOAT,0.0,10130
979,FLOAT,0.0,3031
978,FLOAT,0.0,5606
983,FLOAT,0.0,12718
977,FLOAT,0.0,8047
981,FLOAT,0.0,12871
982,FLOAT,0.0,15465
984,FLOAT,0.0,10720
980,FLOAT,0.0,14173
986,FLOAT,0.0,5155
987,FLOAT,0.0,4488
988,FLOAT,0.0,6545
985,FLOAT,0.0,5332
990,FLOAT,0.0,3871
992,FLOAT,0.0,6695
989,FLOAT,0.0,15202
991,FLOAT,0.0,12447
996,FLOAT,0.0,5236
993,FLOAT,0.0,6517
994,FLOAT,0.0,4227
995,FLOAT,0.0,4127
997,FLOAT,0.0,8965
999,FLOAT,0.0,11446
998,FLOAT,0.0,12879
