#N,type,distance,time
730,FLOAT,0.0,3236
732,FLOAT,0.0,3842
733,FLOAT,0.0,3559
731,FLOAT,0.0,1452
734,FLOAT,0.0,1777
729,FLOAT,0.0,4644
735,FLOAT,0.0,2605
736,FLOAT,0.0,4516
738,FLOAT,0.0,2271
740,FLOAT,0.0,3261
739,FLOAT,0.0,1805
741,FLOAT,0.0,2910
742,FLOAT,0.0,1923
737,FLOAT,0.0,3505
744,FLOAT,0.0,4685
745,FLOAT,0.0,3920
746,FLOAT,0.0,1624
743,FLOAT,0.0,2770
747,FLOAT,0.0,1328
750,FLOAT,0.0,5451
748,FLOAT,0.0,5528
752,FLOAT,0.0,2898
749,FLOAT,0.0,5176
751,FLOAT,0.0,2718
753,FLOAT,0.0,7352
755,FLOAT,0.0,3305
754,FLOAT,0.0,2073
758,FLOAT,0.0,2472
756,FLOAT,0.0,3972
759,FLOAT,0.0,3270
757,FLOAT,0.0,4403
760,FLOAT,0.0,2860
761,FLOAT,0.0,5109
763,FLOAT,0.0,3638
765,FLOAT,0.0,3802
766,FLOAT,0.0,1961
767,FLOAT,0.0,2265
764,FLOAT,0.0,3801
762,FLOAT,0.0,2609
769,FLOAT,0.0,5869
770,FLOAT,0.0,2366
772,FLOAT,0.0,3435
768,FLOAT,0.0,5066
773,FLOAT,0.0,3655
771,FLOAT,0.0,2109
774,FLOAT,0.0,3240
775,FLOAT,0.0,2817
777,FLOAT,0.0,4323
779,FLOAT,0.0,2232
780,FLOAT,0.0,4269
781,FLOAT,0.0,3336
776,FLOAT,0.0,4574
778,FLOAT,0.0,1850
782,FLOAT,0.0,3080
783,FLOAT,0.0,2779
784,FLOAT,0.0,3863
787,FLOAT,0.0,7240
785,FLOAT,0.0,6737
788,FLOAT,0.0,4356
789,FLOAT,0.0,5701
790,FLOAT,0.0,2518
786,FLOAT,0.0,3516
793,FLOAT,0.0,3972
794,FLOAT,0.0,1902
792,FLOAT,0.0,5552
791,FLOAT,0.0,2247
795,FLOAT,0.0,2568
797,FLOAT,0.0,3854
796,FLOAT,0.0,4122
801,FLOAT,0.0,3950
798,FLOAT,0.0,3969
799,FLOAT,0.0,2783
802,FLOAT,0.0,2685
803,FLOAT,0.0,7685
804,FLOAT,0.0,5209
800,FLOAT,0.0,6252
806,FLOAT,0.0,3672
805,FLOAT,0.0,5354
807,FLOAT,0.0,2441
808,FLOAT,0.0,3173
809,FLOAT,0.0,4214
810,FLOAT,0.0,1747
812,FLOAT,0.0,4316
813,FLOAT,0.0,3204
811,FLOAT,0.0,1601
815,FLOAT,0.0,4415
817,FLOAT,0.0,3993
816,FLOAT,0.0,4086
814,FLOAT,0.0,2994
818,FLOAT,0.0,4910
821,FLOAT,0.0,3819
820,FLOAT,0.0,5852
819,FLOAT,0.0,4674
823,FLOAT,0.0,3937
822,FLOAT,0.0,4113
824,FLOAT,0.0,3991
825,FLOAT,0.0,5152
827,FLOAT,0.0,3499
829,FLOAT,0.0,4388
826,FLOAT,0.0,2386
830,FLOAT,0.0,3079
831,FLOAT,0.0,2641
828,FLOAT,0.0,5697
834,FLOAT,0.0,5232
835,FLOAT,0.0,7441
836,FLOAT,0.0,4074
833,FLOAT,0.0,8926
832,FLOAT,0.0,4351
837,FLOAT,0.0,4779
839,FLOAT,0.0,3098
838,FLOAT,0.0,3797
843,FLOAT,0.0,1939
842,FLOAT,0.0,2790
841,FLOAT,0.0,4994
844,FLOAT,0.0,3211
840,FLOAT,0.0,6523
845,FLOAT,0.0,5062
846,FLOAT,0.0,4601
849,FLOAT,0.0,7196
851,FLOAT,0.0,3668
848,FLOAT,0.0,7384
850,FLOAT,0.0,3663
847,FLOAT,0.0,6784
853,FLOAT,0.0,6572
852,FLOAT,0.0,9221
857,FLOAT,0.0,4755
858,FLOAT,0.0,2825
855,FLOAT,0.0,3975
854,FLOAT,0.0,4950
856,FLOAT,0.0,3583
859,FLOAT,0.0,4105
863,FLOAT,0.0,6518
861,FLOAT,0.0,5240
860,FLOAT,0.0,6664
862,FLOAT,0.0,5931
864,FLOAT,0.0,4035
866,FLOAT,0.0,3259
868,FLOAT,0.0,4606
869,FLOAT,0.0,5158
865,FLOAT,0.0,4346
867,FLOAT,0.0,5490
870,FLOAT,0.0,4511
873,FLOAT,0.0,11484
871,FLOAT,0.0,5408
872,FLOAT,0.0,8599
875,FLOAT,0.0,10408
877,FLOAT,0.0,6932
876,FLOAT,0.0,6813
874,FLOAT,0.0,9502
879,FLOAT,0.0,3483
881,FLOAT,0.0,3496
880,FLOAT,0.0,3894
878,FLOAT,0.0,4323
885,FLOAT,0.0,5818
884,FLOAT,0.0,6328
882,FLOAT,0.0,3584
887,FLOAT,0.0,5978
886,FLOAT,0.0,9497
889,FLOAT,0.0,7715
