#N,type,distance,time
932,DOUBLE,0.0,64
924,DOUBLE,0.0,77
931,DOUBLE,0.0,77
928,DOUBLE,0.0,166
934,DOUBLE,0.0,67
937,DOUBLE,0.0,68
935,DOUBLE,0.0,105
938,DOUBLE,0.0,43
940,DOUBLE,0.0,50
939,DOUBLE,0.0,123
936,DOUBLE,0.0,102
941,DOUBLE,0.0,143
945,DOUBLE,0.0,99
946,DOUBLE,0.0,68
947,DOUBLE,0.0,99
942,DOUBLE,0.0,117
948,DOUBLE,0.0,85
949,DOUBLE,0.0,49
944,DOUBLE,0.0,69
943,DOUBLE,0.0,46
952,DOUBLE,0.0,47
951,DOUBLE,0.0,63
954,DOUBLE,0.0,59
950,DOUBLE,0.0,56
953,DOUBLE,0.0,57
955,DOUBLE,0.0,104
958,DOUBLE,0.0,74
956,DOUBLE,0.0,123
959,DOUBLE,0.0,76
961,DOUBLE,0.0,73
957,DOUBLE,0.0,86
960,DOUBLE,0.0,100
962,DOUBLE,0.0,54
966,DOUBLE,0.0,74
963,DOUBLE,0.0,78
965,DOUBLE,0.0,63
964,DOUBLE,0.0,54
969,DOUBLE,0.0,145
968,DOUBLE,0.0,94
967,DOUBLE,0.0,129
971,DOUBLE,0.0,63
970,DOUBLE,0.0,163
972,DOUBLE,0.0,58
973,DOUBLE,0.0,66
976,DOUBLE,0.0,101
974,DOUBLE,0.0,87
977,DOUBLE,0.0,61
980,DOUBLE,0.0,63
975,DOUBLE,0.0,68
979,DOUBLE,0.0,69
978,DOUBLE,0.0,63
981,DOUBLE,0.0,134
983,DOUBLE,0.0,150
982,DOUBLE,0.0,110
985,DOUBLE,0.0,98
984,DOUBLE,0.0,73
986,DOUBLE,0.0,149
989,DOUBLE,0.0,94
988,DOUBLE,0.0,150
992,DOUBLE,0.0,62
990,DOUBLE,0.0,216
994,DOUBLE,0.0,59
987,DOUBLE,0.0,57
993,DOUBLE,0.0,136
996,DOUBLE,0.0,100
991,DOUBLE,0.0,69
995,DOUBLE,0.0,92
999,DOUBLE,0.0,80
998,DOUBLE,0.0,72
997,DOUBLE,0.0,54
