#N,type,distance,time
896,DOUBLE,0.0,11399
899,DOUBLE,0.0,7666
901,DOUBLE,0.0,5461
900,DOUBLE,0.0,9897
897,DOUBLE,0.0,24468
903,DOUBLE,0.0,6183
898,DOUBLE,0.0,12050
902,DOUBLE,0.0,7548
904,DOUBLE,0.0,15342
906,DOUBLE,0.0,7963
909,DOUBLE,0.0,17555
908,DOUBLE,0.0,25191
907,DOUBLE,0.0,14319
911,DOUBLE,0.0,7502
905,DOUBLE,0.0,7354
913,DOUBLE,0.0,6760
912,DOUBLE,0.0,11027
910,DOUBLE,0.0,11737
914,DOUBLE,0.0,9578
917,DOUBLE,0.0,5254
916,DOUBLE,0.0,9551
915,DOUBLE,0.0,15235
918,DOUBLE,0.0,20221
920,DOUBLE,0.0,10661
921,DOUBLE,0.0,9051
919,DOUBLE,0.0,13005
922,DOUBLE,0.0,13365
924,DOUBLE,0.0,12753
926,DOUBLE,0.0,14168
923,DOUBLE,0.0,9620
927,DOUBLE,0.0,19763
925,DOUBLE,0.0,32408
930,DOUBLE,0.0,13054
929,DOUBLE,0.0,13619
931,DOUBLE,0.0,14114
933,DOUBLE,0.0,7718
932,DOUBLE,0.0,15205
928,DOUBLE,0.0,22923
935,DOUBLE,0.0,11968
934,DOUBLE,0.0,17780
937,DOUBLE,0.0,15598
939,DOUBLE,0.0,10258
941,DOUBLE,0.0,12904
940,DOUBLE,0.0,14978
942,DOUBLE,0.0,15371
938,DOUBLE,0.0,24079
936,DOUBLE,0.0,24028
943,DOUBLE,0.0,8497
944,DOUBLE,0.0,11551
945,DOUBLE,0.0,7056
946,DOUBLE,0.0,15856
949,DOUBLE,0.0,4678
951,DOUBLE,0.0,6996
948,DOUBLE,0.0,14611
950,DOUBLE,0.0,11895
947,DOUBLE,0.0,10594
953,DOUBLE,0.0,8385
952,DOUBLE,0.0,15000
958,DOUBLE,0.0,10918
956,DOUBLE,0.0,10340
957,DOUBLE,0.0,16034
954,DOUBLE,0.0,27100
959,DOUBLE,0.0,9230
960,DOUBLE,0.0,13764
955,DOUBLE,0.0,26417
961,DOUBLE,0.0,9391
963,DOUBLE,0.0,14638
965,DOUBLE,0.0,9288
966,DOUBLE,0.0,25518
962,DOUBLE,0.0,34011
964,DOUBLE,0.0,33460
967,DOUBLE,0.0,14863
969,DOUBLE,0.0,9566
968,DOUBLE,0.0,15595
973,DOUBLE,0.0,5187
970,DOUBLE,0.0,25787
974,DOUBLE,0.0,18262
972,DOUBLE,0.0,32006
975,DOUBLE,0.0,15872
971,DOUBLE,0.0,33238
976,DOUBLE,0.0,12948
979,DOUBLE,0.0,9154
978,DOUBLE,0.0,12297
983,DOUBLE,0.0,13452
977,DOUBLE,0.0,20591
981,DOUBLE,0.0,30953
982,DOUBLE,0.0,18337
984,DOUBLE,0.0,12148
980,DOUBLE,0.0,15980
986,DOUBLE,0.0,16367
987,DOUBLE,0.0,9002
988,DOUBLE,0.0,10547
985,DOUBLE,0.0,23197
990,DOUBLE,0.0,25027
992,DOUBLE,0.0,14252
989,DOUBLE,0.0,27959
991,DOUBLE,0.0,17757
996,DOUBLE,0.0,12014
993,DOUBLE,0.0,7076
994,DOUBLE,0.0,12883
995,DOUBLE,0.0,18118
997,DOUBLE,0.0,24182
999,DOUBLE,0.0,11612
998,DOUBLE,0.0,8530
