5,0.001,41
5,1.0E-5,64
5,1.0000000000000001E-7,82
5,1.0E-9,110
15,0.001,39
15,1.0E-5,56
15,1.0000000000000001E-7,92
15,1.0E-9,98
25,0.001,44
25,1.0E-5,63
25,1.0000000000000001E-7,94
25,1.0E-9,111
35,0.001,42
35,1.0E-5,63
35,1.0000000000000001E-7,91
35,1.0E-9,113
45,0.001,44
45,1.0E-5,59
45,1.0000000000000001E-7,83
45,1.0E-9,121
55,0.001,40
55,1.0E-5,65
55,1.0000000000000001E-7,89
55,1.0E-9,115
65,0.001,43
65,1.0E-5,67
65,1.0000000000000001E-7,94
65,1.0E-9,115
75,0.001,46
75,1.0E-5,60
75,1.0000000000000001E-7,85
75,1.0E-9,118
85,0.001,41
85,1.0E-5,69
85,1.0000000000000001E-7,92
85,1.0E-9,119
95,0.001,45
95,1.0E-5,67
95,1.0000000000000001E-7,80
95,1.0E-9,113
105,0.001,40
105,1.0E-5,69
105,1.0000000000000001E-7,91
105,1.0E-9,109
115,0.001,41
115,1.0E-5,71
115,1.0000000000000001E-7,84
115,1.0E-9,118
125,0.001,43
125,1.0E-5,71
125,1.0000000000000001E-7,88
125,1.0E-9,121
135,0.001,42
135,1.0E-5,67
135,1.0000000000000001E-7,96
135,1.0E-9,123
145,0.001,41
145,1.0E-5,71
145,1.0000000000000001E-7,90
145,1.0E-9,112
155,0.001,43
155,1.0E-5,63
155,1.0000000000000001E-7,90
155,1.0E-9,121
165,0.001,42
165,1.0E-5,70
165,1.0000000000000001E-7,81
165,1.0E-9,122
175,0.001,45
175,1.0E-5,68
175,1.0000000000000001E-7,96
175,1.0E-9,119
185,0.001,43
185,1.0E-5,62
185,1.0000000000000001E-7,84
185,1.0E-9,116
195,0.001,46
195,1.0E-5,65
195,1.0000000000000001E-7,93
195,1.0E-9,122
205,0.001,44
205,1.0E-5,65
205,1.0000000000000001E-7,97
205,1.0E-9,119
215,0.001,47
215,1.0E-5,66
215,1.0000000000000001E-7,96
215,1.0E-9,116
225,0.001,42
225,1.0E-5,69
225,1.0000000000000001E-7,92
225,1.0E-9,121
235,0.001,43
235,1.0E-5,68
235,1.0000000000000001E-7,97
235,1.0E-9,121
245,0.001,43
245,1.0E-5,62
245,1.0000000000000001E-7,84
245,1.0E-9,121
255,0.001,45
255,1.0E-5,68
255,1.0000000000000001E-7,85
255,1.0E-9,116
265,0.001,46
265,1.0E-5,62
265,1.0000000000000001E-7,91
265,1.0E-9,121
275,0.001,43
