10,0.001,177
10,0.001,101
5,1.0000000000000001E-7,556
5,1.0000000000000001E-7,280
10,1.0E-5,396
5,1.0000000000000001E-7,183
5,1.0E-9,789
10,1.0E-5,209
5,1.0E-9,390
10,1.0000000000000001E-7,660
5,1.0000000000000001E-7,132
10,1.0000000000000001E-7,332
5,1.0000000000000001E-7,101
5,1.0000000000000001E-7,80
5,1.0000000000000001E-7,64
5,1.0000000000000001E-7,52
5,1.0E-9,252
10,1.0000000000000001E-7,216
5,1.0E-9,181
5,1.0E-5,382
5,1.0E-5,198
5,1.0E-5,131
5,1.0E-5,96
5,1.0E-5,74
5,1.0E-5,59
5,1.0E-5,48
5,1.0E-5,39
5,1.0E-5,32
5,1.0E-5,26
5,1.0E-5,20
5,1.0E-5,14
5,1.0E-5,13
5,1.0E-5,17
5,0.001,92
5,0.001,52
5,0.001,35
5,0.001,27
5,0.001,24
5,0.001,23
5,0.001,21
5,0.001,19
5,0.001,17
5,0.001,14
5,0.001,12
5,0.001,10
5,0.001,9
5,0.001,11
5,0.001,14
5,0.001,18
5,0.001,26
10,1.0E-5,140
5,0.001,42
5,0.001,84
10,1.0E-5,104
5,1.0E-5,21
5,1.0E-5,27
5,1.0E-5,37
5,1.0E-5,59
5,1.0E-5,123
5,1.0000000000000001E-7,42
5,1.0000000000000001E-7,34
5,1.0000000000000001E-7,26
5,1.0000000000000001E-7,18
5,1.0000000000000001E-7,17
5,1.0000000000000001E-7,20
5,1.0000000000000001E-7,27
10,1.0000000000000001E-7,156
10,1.0E-9,891
10,0.001,71
10,0.001,54
5,1.0000000000000001E-7,36
10,0.001,43
5,1.0000000000000001E-7,52
10,0.001,35
5,1.0000000000000001E-7,82
10,0.001,30
5,1.0000000000000001E-7,173
10,0.001,25
10,0.001,21
10,0.001,18
10,0.001,15
10,0.001,12
10,0.001,11
10,0.001,13
10,0.001,15
20,0.001,190
5,1.0E-9,137
5,1.0E-9,108
5,1.0E-9,86
5,1.0E-9,69
5,1.0E-9,56
5,1.0E-9,44
5,1.0E-9,34
5,1.0E-9,23
5,1.0E-9,22
5,1.0E-9,26
5,1.0E-9,35
5,1.0E-9,47
5,1.0E-9,65
5,1.0E-9,103
10,1.0E-5,81
10,1.0000000000000001E-7,119
10,1.0000000000000001E-7,93
10,1.0000000000000001E-7,74
10,0.001,20
10,1.0E-5,66
10,0.001,28
5,1.0E-9,220
10,0.001,44
